Wall time,Step,Value
1622946268.967389,5,0.6800000071525574
1622946317.05688,18,0.5600000023841858
1622946339.715764,24,0.6800000071525574
1622946399.846835,40,0.6399999856948853
1622946407.445548,42,0.6800000071525574
1622946418.881369,45,0.6800000071525574
1622946449.082513,53,0.6399999856948853
1622946460.354308,56,0.6399999856948853
1622946516.988767,71,0.6800000071525574
1622946528.392049,74,0.6399999856948853
1622946604.503305,94,0.6800000071525574
1622946634.881645,102,0.6800000071525574
1622946649.811389,106,0.6399999856948853
1622946726.207436,126,0.6399999856948853
1622946776.16171,139,0.6800000071525574
1622946837.56611,155,0.6800000071525574
1622946849.163733,158,0.6800000071525574
1622946883.608329,167,0.6399999856948853
1622946925.569661,178,0.6800000071525574
1622946945.110664,183,0.6399999856948853
1622946952.680472,185,0.6800000071525574
1622946956.502355,186,0.6800000071525574
1622946971.754409,190,0.6000000238418579
1622947037.807426,207,0.6800000071525574
1622947099.27911,223,0.6000000238418579
1622947122.475343,229,0.6000000238418579
1622947141.798037,234,0.6000000238418579
1622947199.77003,249,0.6000000238418579
1622947222.7138,255,0.6000000238418579
1622947241.89498,260,0.6000000238418579
1622947268.505874,267,0.6000000238418579
1622947283.848772,271,0.6000000238418579
1622947291.535072,273,0.6399999856948853
1622947364.776509,292,0.6000000238418579
1622947426.734485,308,0.6399999856948853
1622947434.276603,310,0.6000000238418579
1622947464.70662,318,0.6000000238418579
1622947511.017547,330,0.6000000238418579
1622947545.262667,339,0.6800000071525574
1622947575.732195,347,0.6800000071525574
1622947637.045741,363,0.6800000071525574
1622947652.522294,367,0.6399999856948853
1622947691.46456,377,0.6800000071525574
1622947861.431358,421,0.6800000071525574
1622947865.243403,422,0.6800000071525574
1622947930.811654,439,0.6399999856948853
1622947938.57881,441,0.6800000071525574
1622947942.494211,442,0.6800000071525574
1622947954.14542,445,0.6800000071525574
1622948011.91436,460,0.6800000071525574
1622948023.334567,463,0.6800000071525574
1622948027.147015,464,0.6800000071525574
1622948065.658885,474,0.6800000071525574
1622948131.602672,491,0.6800000071525574
1622948139.527291,493,0.6800000071525574
1622948221.126776,514,0.6399999856948853
1622948232.609961,517,0.6800000071525574
1622948263.222307,525,0.6399999856948853
1622948286.6286,531,0.6800000071525574
1622948294.489131,533,0.6800000071525574
1622948306.199188,536,0.6800000071525574
1622948329.26564,542,0.6800000071525574
1622948348.309057,547,0.6800000071525574
1622948389.05431,557,0.6800000071525574
1622948412.678939,563,0.6800000071525574
1622948451.549186,573,0.6800000071525574
1622948474.641709,579,0.6800000071525574
1622948482.249769,581,0.6399999856948853
1622948501.386109,586,0.6800000071525574
1622948505.16155,587,0.6800000071525574
1622948563.498013,602,0.6800000071525574
1622948632.632393,620,0.6800000071525574
1622948640.492829,622,0.6800000071525574
1622948687.574625,634,0.6800000071525574
1622948714.840737,641,0.6800000071525574
1622948718.688344,642,0.6800000071525574
1622948726.430702,644,0.6800000071525574
1622948738.089182,647,0.6800000071525574
1622948745.888467,649,0.6800000071525574
1622948792.600976,661,0.6800000071525574
1622948819.699395,668,0.6800000071525574
1622948831.404904,671,0.6800000071525574
1622948843.014857,674,0.6800000071525574
1622948878.176049,683,0.6800000071525574
1622948897.573325,688,0.6800000071525574
1622948999.094616,714,0.6800000071525574
1622949014.611437,718,0.6800000071525574
1622949030.082002,722,0.6800000071525574
1622949033.864662,723,0.6800000071525574
1622949060.779685,730,0.6800000071525574
1622949095.25629,739,0.6800000071525574
1622949110.630634,743,0.6800000071525574
1622949125.963158,747,0.6800000071525574
1622949145.154161,752,0.6800000071525574
1622949160.859255,756,0.6800000071525574
1622949196.270518,765,0.6399999856948853
1622949211.972175,769,0.6800000071525574
1622949215.943158,770,0.6800000071525574
1622949219.955022,771,0.6800000071525574
1622949227.834792,773,0.6800000071525574
1622949255.523384,780,0.6800000071525574
1622949275.116979,785,0.6800000071525574
1622949283.030291,787,0.6800000071525574
1622949302.730283,792,0.6399999856948853
1622949310.688417,794,0.6800000071525574
